scrambleId,competitionId,eventId,roundTypeId,groupId,isExtra,scrambleNum,scramble
298768,ULARubiks2016,333bf,f,A,0,2,R2 B2 R2 U' F2 L2 U2 R2 D R D2 L F2 U' B' D' B2 D2 F L Uw'
298769,ULARubiks2016,333bf,f,A,0,3,L2 D' F2 U B2 F2 U F2 L' R2 B F D2 U B' F2 L B2 U2 Fw' Uw
298770,ULARubiks2016,333bf,f,A,1,1,L2 B2 R2 B2 F U2 F' D2 U2 L' F U2 B2 L' R F' U' L R U' Fw' Uw'
298771,ULARubiks2016,333bf,f,A,1,2,L2 D2 F2 U R2 U B2 D B L D F' U R2 B R' D F2 U2 Rw Uw2
299564,PahiyasSpeedcubingOpen2016,333bf,f,A,0,1,D' R2 D R2 F2 U' L2 R2 F2 D' L U2 F2 R D F' L B D U Rw2
299565,PahiyasSpeedcubingOpen2016,333bf,f,A,0,2,B D2 B2 U2 L2 F' D2 B L2 D2 F R F2 R F' D L2 U2 F2 R Fw Uw
299566,PahiyasSpeedcubingOpen2016,333bf,f,A,0,3,U2 F2 U2 B2 L2 R' F2 U2 L U2 F2 U' R' D' B U2 F R' D U' F' Rw Uw
299567,PahiyasSpeedcubingOpen2016,333bf,f,A,1,1,F2 R2 D B2 D B2 D2 F2 R2 F' L' R F' U2 R2 D2 F U B2 R Fw' Uw2
299568,PahiyasSpeedcubingOpen2016,333bf,f,A,1,2,F2 D2 B2 U2 R D2 L' B2 L' F' U2 L' D' B2 U' F' D2 B2 D Fw'
299815,MichiganCubingClubBeta2016,333bf,1,A,0,1,L2 B F2 L2 B D2 L2 D2 F' L2 R' F' L D' L R B R B U L' Fw' Uw2
299816,MichiganCubingClubBeta2016,333bf,1,A,0,2,B2 F2 D2 U B2 L2 U L2 B U' F D B U2 R B2 L' D' U Fw Uw'
299817,MichiganCubingClubBeta2016,333bf,1,A,0,3,D R2 D L2 U L2 U' F' U B2 R' D' U R B2 R' B F' U Fw'
299818,MichiganCubingClubBeta2016,333bf,1,A,1,1,L2 R2 U B2 D' R2 D' R2 U' R' D R2 B' D2 L2 U' L D2 U B2 Rw'
299819,MichiganCubingClubBeta2016,333bf,1,A,1,2,B2 D' B2 L2 U B2 R2 D L' U2 R2 U F L' U R D' F2 U' Rw2 Uw'
299820,MichiganCubingClubBeta2016,333bf,1,B,0,1,U2 L2 R2 U R2 D' U2 R D' F2 R' F' D2 L U' R' B2 F' U' Fw' Uw2
299821,MichiganCubingClubBeta2016,333bf,1,B,0,2,L' F2 L B2 L' U2 F2 R2 F2 U F' R' U B R2 B' R U L' R' Uw'
299822,MichiganCubingClubBeta2016,333bf,1,B,0,3,F2 U2 F U2 F R2 B2 F' R B D' R' U2 F R2 B L' U B Rw' Uw2
299823,MichiganCubingClubBeta2016,333bf,1,B,1,1,L U2 L2 D2 F2 L' F2 R2 B2 D' F2 U L2 D' F' R B' U2 L2 F' Uw
299824,MichiganCubingClubBeta2016,333bf,1,B,1,2,F2 R D2 F2 L2 B2 L' B2 R' U' R U2 L' F L' D' B' R D Fw Uw'
299825,MichiganCubingClubBeta2016,333bf,f,A,0,1,L2 D F2 D2 L2 B2 R2 F R' U' L' B2 R2 F' D U2 R' F U Rw Uw
299826,MichiganCubingClubBeta2016,333bf,f,A,0,2,F2 D F2 D' F2 R2 D' U2 R2 B R F' U2 R' F2 L' B2 U' R D2 Rw2 Uw2
299827,MichiganCubingClubBeta2016,333bf,f,A,0,3,D2 R2 F2 U' R2 B2 D' F2 D' L' F L2 U2 R U2 F2 L' U' B L2 Fw Uw'
299828,MichiganCubingClubBeta2016,333bf,f,A,1,1,U L2 B2 U' B2 D R2 B2 F2 R F' L' U2 L2 B' D' F2 L2 R F2 R Fw
299829,MichiganCubingClubBeta2016,333bf,f,A,1,2,F2 D2 F2 R' U2 L' B2 R2 D2 B' L2 R2 U' L' D2 R2 B' D F R Uw'
299914,KingsOpen2016,333bf,c,A,0,1,D' B2 D' U L2 D R2 B2 U R' B2 F' L2 R' U2 B2 F' R' F2 U2 Fw
299915,KingsOpen2016,333bf,c,A,0,2,B R2 D2 B2 L2 R2 D2 F D2 F R B2 U R' B' L2 F L' R F2 Rw'
299916,KingsOpen2016,333bf,c,A,0,3,R' D2 L F2 R B2 D2 L U2 R2 B U F2 D F D' B2 D F' D2 Fw' Uw
299917,KingsOpen2016,333bf,c,A,1,1,F2 U' F2 D U R2 F2 L' U2 B U' F2 L B2 D' U F2 L' U' Rw Uw2
299918,KingsOpen2016,333bf,c,A,1,2,F' U2 B U2 L2 F2 U2 B L2 D2 R U' B' R' B F2 D2 R' D L' Fw Uw2
300185,RoseCity2016,333bf,f,A,0,1,B U2 F D2 R2 B D2 F U2 B F U' B R F2 L F' L' U2 R' Fw Uw
300186,RoseCity2016,333bf,f,A,0,2,R2 B2 D' U' L2 R2 B2 U' B' L' D2 R F2 R' U L' U2 L2 Fw'
300187,RoseCity2016,333bf,f,A,0,3,B' F D2 R2 F L2 U2 L2 B U B F L' B D2 B' R F2 L2 F' Rw'
300188,RoseCity2016,333bf,f,A,1,1,B2 F R2 B2 L2 D2 B2 F L2 F' R' D F2 L U' R2 F' R' F' U2 Rw Uw2
300189,RoseCity2016,333bf,f,A,1,2,D2 F2 R' U2 R U2 F2 L U2 F R D2 B' U L' B' R2 D2 B' U' Fw
300326,2ndGuwahatiOpen2016,333bf,f,A,0,1,F2 U2 B2 R' F2 D2 R U2 B2 L' R' U F D U F' L' B2 U' Rw Uw
300327,2ndGuwahatiOpen2016,333bf,f,A,0,2,U B2 D L2 D2 L2 U2 B2 F' D L' D2 F U L' D' B R' F' U Rw2
300328,2ndGuwahatiOpen2016,333bf,f,A,0,3,B2 U2 B' D2 B' U2 B' R2 F2 D2 L2 R' D F2 L2 R2 D R' B2 F2 Rw' Uw'
300329,2ndGuwahatiOpen2016,333bf,f,A,1,1,B2 U F2 R2 U R2 F2 L2 F' R' D2 F R D L' D L' U' B' Uw'
300330,2ndGuwahatiOpen2016,333bf,f,A,1,2,U L2 F2 D L2 D' L F' L' B D2 L2 U R D2 B F2 U Rw
300331,2ndGuwahatiOpen2016,333bf,f,B,0,1,L2 D U F2 D B2 U' B2 R2 U' L2 B' L' U' L' U' R2 B L' U' L2 Uw2
300332,2ndGuwahatiOpen2016,333bf,f,B,0,2,B L2 B' D2 L2 B F' L2 D' U2 B' L R' F D' L2 R2 F D2 Fw' Uw
300333,2ndGuwahatiOpen2016,333bf,f,B,0,3,U' R2 B2 R2 U' B2 D U2 B2 U2 L B2 R2 B L D' F D' U Rw2 Uw'
300334,2ndGuwahatiOpen2016,333bf,f,B,1,1,L2 F' D2 R2 D2 R2 B' F2 U2 B' U' R' U' B2 L U' L2 B' F2 R2 U' Rw2
300335,2ndGuwahatiOpen2016,333bf,f,B,1,2,U2 L2 F2 D' L2 F2 R2 B2 R F' L' R2 B2 L B2 D L' F' U F2 Rw Uw
300336,2ndGuwahatiOpen2016,333bf,f,C,0,1,U L2 U' F2 D L2 U B2 U2 L' B U' L' F' U F2 L' F' L' R B' Rw2 Uw
300337,2ndGuwahatiOpen2016,333bf,f,C,0,2,R2 F2 U' B2 D L2 B2 U' R2 F D B2 L' B2 U' L2 R' U' L2 D2 Rw Uw'
300338,2ndGuwahatiOpen2016,333bf,f,C,0,3,L2 U B2 D' R2 U2 R2 U R2 U B2 L B2 F' L2 R2 U F R' D' Rw2 Uw
300339,2ndGuwahatiOpen2016,333bf,f,C,1,1,B U2 L2 B L2 U2 B U2 R2 F' D' L2 R D' F' D L' B' D2 Rw2 Uw2
300340,2ndGuwahatiOpen2016,333bf,f,C,1,2,U R2 B2 D' R2 B2 D U2 B2 L2 F' R' F' L' U F2 U B' R2 Fw' Uw2
300341,2ndGuwahatiOpen2016,333bf,f,D,0,1,R2 B2 R2 U L2 U' B2 F2 U B2 D2 L F D F2 R' F' U2 F L2 R' Uw'
300342,2ndGuwahatiOpen2016,333bf,f,D,0,2,D' R2 F2 L2 R2 D' B2 R2 D2 R2 U2 L F R B R D F U2 F2 U2 Fw Uw2
300343,2ndGuwahatiOpen2016,333bf,f,D,0,3,B2 R2 U2 F2 D' B2 D F2 R U' R' U2 R' F' U' F U B' D' F' Rw
300344,2ndGuwahatiOpen2016,333bf,f,D,1,1,B2 F2 U2 F2 D' B2 D F2 D' B D2 L' D' R' B2 U' L B2 L2 D Fw'
300345,2ndGuwahatiOpen2016,333bf,f,D,1,2,L2 D2 U' F2 D2 L2 U' B2 R2 U L' F D B' L' U F2 L' R U Rw
300346,2ndGuwahatiOpen2016,333bf,f,E,0,1,R2 D' F2 L2 U2 F2 U2 B2 F' D F2 L' B' L' D' L' R B' U Fw' Uw2
300347,2ndGuwahatiOpen2016,333bf,f,E,0,2,L2 F2 U2 L2 U2 L F2 D2 R B2 R' B R2 B' D U2 L' F2 D' Fw' Uw2
300348,2ndGuwahatiOpen2016,333bf,f,E,0,3,R2 B' U2 R2 B2 D2 F' L2 F U2 F2 D' L B' F' D F2 L R2 U' Rw' Uw
300349,2ndGuwahatiOpen2016,333bf,f,E,1,1,L R2 D2 F2 R' F2 R B2 L' U' B' F' U' L D' U' R' B' D2 Rw2
300350,2ndGuwahatiOpen2016,333bf,f,E,1,2,B2 R2 B2 R2 D2 U2 R' F2 U2 R' D2 U' R' F U' B L R2 U Fw Uw
300351,2ndGuwahatiOpen2016,333bf,f,F,0,1,U2 R D2 L' D2 L' B2 F2 U2 L D F2 D' B2 F' L U R2 F2 U Fw'
300352,2ndGuwahatiOpen2016,333bf,f,F,0,2,R' U2 R' B2 L2 D2 L B2 D2 R D' R D2 F R2 F2 L' B' R' U2 Fw Uw'
300353,2ndGuwahatiOpen2016,333bf,f,F,0,3,B2 U' L2 R2 U' F2 D U2 R2 F' L U2 B' U L' B2 F R2 F' U' Rw' Uw
300354,2ndGuwahatiOpen2016,333bf,f,F,1,1,U2 F L2 U2 B' U2 L2 U2 R2 U2 R U' F L' B' F D F' U' B Rw Uw
300355,2ndGuwahatiOpen2016,333bf,f,F,1,2,U2 F2 U' L2 B2 F2 U2 F2 D' F L R2 U L D L' D2 L2 R' F2 Uw'
300356,2ndGuwahatiOpen2016,333bf,f,G,0,1,D2 U' F2 D' B2 F2 D' R2 B2 L R' D' R D L2 B2 L' F L
300357,2ndGuwahatiOpen2016,333bf,f,G,0,2,D B2 L2 D2 R2 D2 U' R2 D' R2 B' D' L' U' R F' R2 D L D' Rw Uw'
300358,2ndGuwahatiOpen2016,333bf,f,G,0,3,B' R2 U2 F' R2 F L2 B' F2 R2 D2 L D B D' U' R2 B' R' U B Uw2
300359,2ndGuwahatiOpen2016,333bf,f,G,1,1,D2 R' B' L2 D R U' B R2 D' B2 D' B2 D' R2 L2 D R2 L2
300360,2ndGuwahatiOpen2016,333bf,f,G,1,2,D B2 D' F2 R2 B2 R2 D B2 U R D2 B F' L' D2 B D' F2
300872,CanberraAutumn2016,333bf,d,A,0,1,F2 R2 B' L2 B' L2 B2 D2 L' D' L' D' U' B2 U2 R' D' U' Fw'
300873,CanberraAutumn2016,333bf,d,A,0,2,B2 R2 D2 B2 D2 R2 B' U' L2 B' D B2 L' F D F' D' R2 Fw Uw
300874,CanberraAutumn2016,333bf,d,A,0,3,D2 R2 D B2 D' R2 D F2 D2 R2 F2 L F2 U L2 R' B R2 U F U' Rw2 Uw
300875,CanberraAutumn2016,333bf,d,A,1,1,L2 B2 R2 U R2 B2 U F2 L2 D U' R U B L B' L2 F D' B' F2 Rw Uw
300876,CanberraAutumn2016,333bf,d,A,1,2,U2 B' R2 B U2 F' R2 B' U2 R2 D2 U' B' R' D R B' D R2 D Rw'
300877,CanberraAutumn2016,333bf,f,A,0,1,U2 B L2 D2 F U2 L2 D2 B' L2 F U L2 R' U L F D2 L B' D' Fw Uw
300878,CanberraAutumn2016,333bf,f,A,0,2,B2 R D2 R U2 F2 U2 L' U2 L2 D' F L2 B L R' U L R U2 Rw Uw
300879,CanberraAutumn2016,333bf,f,A,0,3,R2 F U2 B R2 B F' L2 R2 F' R' B' L2 U2 F R' B2 U L2 B F2 Rw2 Uw'
300880,CanberraAutumn2016,333bf,f,A,1,1,R B2 U2 L' R' D2 L' U2 R' F' D B L2 R D' U' L2 F' R B2 Rw2 Uw'
300881,CanberraAutumn2016,333bf,f,A,1,2,U' B2 D2 R2 D' L2 U' R2 B F' R D' R2 B L F D F R Uw2
301365,LyonMegaminxOpen2016,333bf,d,A,0,1,R2 U2 B' R2 F R2 F D2 R' D U' F L2 B2 R' D R' U L2 Uw2
301366,LyonMegaminxOpen2016,333bf,d,A,0,2,B' F' R2 F D2 F D2 L2 F' R2 U' F L' F D R2 U2 L U2 B' D Fw
301367,LyonMegaminxOpen2016,333bf,d,A,0,3,D2 L' D2 R2 U2 R' F2 R U2 B' D' R2 U R U2 R' B L R2 F' Rw'
301368,LyonMegaminxOpen2016,333bf,d,A,1,1,L F L U2 D' L' U' F2 U2 B2 U' F' U2 R2 B D2 B' R2
301369,LyonMegaminxOpen2016,333bf,d,A,1,2,R2 D2 R' B2 L2 U2 B2 R F2 L F R2 U B' F2 U2 B' U R' U Rw' Uw'
301370,LyonMegaminxOpen2016,333bf,d,B,0,1,F2 U F2 R2 D' L2 U2 L' R' D U2 R2 U' F R B' D2 L2
301371,LyonMegaminxOpen2016,333bf,d,B,0,2,R D2 F2 R2 U2 L' U2 F2 R2 D2 B' L2 D F2 R' F2 L' U B F Uw'
301372,LyonMegaminxOpen2016,333bf,d,B,0,3,F2 D2 F2 R2 U' R2 D' U2 B R U' R2 B2 D F2 D2 B' U R' Uw
301373,LyonMegaminxOpen2016,333bf,d,B,1,1,D U2 R2 D2 L2 B2 D' U B2 L' B' D L D2 F' D2 B2 L' F D Fw' Uw2
301374,LyonMegaminxOpen2016,333bf,d,B,1,2,B2 D U2 L2 F2 U' F2 D U2 L2 F' D2 R2 D' R' B U B' D2 R Fw' Uw'
301375,LyonMegaminxOpen2016,333bf,f,A,0,1,D2 B2 U' R2 D2 R2 U F2 U' B2 D' F D' B D' L' R2 F' D L' R Fw' Uw'
301376,LyonMegaminxOpen2016,333bf,f,A,0,2,L2 F2 U' B2 D B2 F2 D F2 R' B L2 D' B2 R2 D L2 D' B R2 Uw'
301377,LyonMegaminxOpen2016,333bf,f,A,0,3,F2 L2 F2 D2 B2 U2 L2 U2 F2 U B2 L B2 F D2 L' D' L' B' L2 R' Fw'
301378,LyonMegaminxOpen2016,333bf,f,A,1,1,B2 D B2 R2 D U F2 U2 F' L' D R B' R F2 L B U F2 Rw Uw'
301379,LyonMegaminxOpen2016,333bf,f,A,1,2,F2 L2 D L2 F2 U' B2 L F D R' F2 R2 B' U' B R' F2 D Rw2
301561,PekalonganRubiksCompetition2016,333bf,c,A,0,1,D2 L2 D2 L2 D' B2 D' L2 U' F R' U2 R2 F2 R2 F2 L' F' U2 Fw'
301562,PekalonganRubiksCompetition2016,333bf,c,A,0,2,U B2 U L2 D L2 B2 U' R U' R F' L2 F' U F2 U L' U2 Fw Uw
301563,PekalonganRubiksCompetition2016,333bf,c,A,0,3,L2 D L2 B2 D2 R2 B2 D' L2 F2 D L' R B D' L' R D' L2 D F' Rw Uw2
301564,PekalonganRubiksCompetition2016,333bf,c,A,1,1,F2 R2 D2 L2 U2 B2 F2 U' L' R U B' F' L F D2 R' U2 R2 U Rw' Uw'
301565,PekalonganRubiksCompetition2016,333bf,c,A,1,2,U2 B2 U2 R' B2 L R2 D' L' B D2 B D F R2 F' D' F2 Rw' Uw2
301653,ZurichOpen2016,333bf,c,A,0,1,D2 B2 R2 U F2 L2 R2 U F' D U L' U2 R2 B' F' U2 B' L R Fw
301654,ZurichOpen2016,333bf,c,A,0,2,B U2 F2 R' U' L2 D L' D F' D R L2 U2 L B2 R' L' F2
301655,ZurichOpen2016,333bf,c,A,0,3,F' L2 B U2 B' U2 B2 R2 D2 F2 R' F' D' R2 B2 D L D' U2 F' R2 Fw Uw
301656,ZurichOpen2016,333bf,c,A,1,1,L2 D2 U B2 L2 U' R2 B2 F2 R' D U F L F' R' D B R' F2 Rw
301657,ZurichOpen2016,333bf,c,A,1,2,F' D2 B2 R2 B U2 F' L2 R F R U' B R2 D2 L' B L2 D Fw' Uw2
302006,NationalCapitalRegion2016,333bf,f,A,0,1,U L2 B2 D' F2 D' F2 D' L D2 R2 F D L F2 U' B R D2 U' Fw Uw
302007,NationalCapitalRegion2016,333bf,f,A,0,2,D2 L D2 L B2 L2 R2 D2 B2 L D' R' B' D' L' B R2 B' R D' Rw2 Uw'
302008,NationalCapitalRegion2016,333bf,f,A,0,3,L2 B2 R' D2 R' U2 B2 L' D2 F2 R2 D' B U B F' L2 D R' F2 U' Rw' Uw'
302009,NationalCapitalRegion2016,333bf,f,A,1,1,D2 R B2 U2 L2 D2 R F2 D2 R2 F' R2 U F' R2 F2 U2 B R' D' U' Fw Uw2
302010,NationalCapitalRegion2016,333bf,f,A,1,2,R2 F2 D2 L2 F2 D' B2 D L' F2 U2 F' D2 B D L' R2 F D F' Rw
302011,NationalCapitalRegion2016,333bf,f,B,0,1,D2 U' L2 D L2 B2 D B2 L2 D2 R' F2 R' D U B U R2 B' F' L' Fw' Uw'
302012,NationalCapitalRegion2016,333bf,f,B,0,2,F2 L2 R' U2 R' F2 L' B2 F2 R D' B' L' D' R D' R2 F R2 U2 Rw' Uw'
302013,NationalCapitalRegion2016,333bf,f,B,0,3,D2 U2 B' L2 U2 F R2 U2 F U' L D' R' D U2 R' B' R' D U2 Rw2
302014,NationalCapitalRegion2016,333bf,f,B,1,1,L2 B U2 F D2 F' L2 R2 F2 D2 U' R B F2 D' B' F' L' D F2 U' Rw2 Uw'
302015,NationalCapitalRegion2016,333bf,f,B,1,2,U2 R2 F2 R2 D U' F2 D R2 U2 L' B R' B' D B' R' F2 D2 L2 D' Rw Uw
302292,OruroOpen2016,333bf,f,A,0,1,B2 U' R2 U L2 B2 U' R2 B U2 B L B' R2 U R' B2 R' U' R Uw
302293,OruroOpen2016,333bf,f,A,0,2,R2 U B2 R2 D' R2 D' F2 D2 F2 L2 B' L B' L' R' B' U2 F L U Rw Uw2
302294,OruroOpen2016,333bf,f,A,0,3,B2 D2 U' L2 B2 D2 L2 F2 D F2 U' L B U R' B' F' D2 L' D U2 Rw Uw2
302295,OruroOpen2016,333bf,f,A,1,1,D2 R2 U B2 U R2 F2 U2 F2 U2 F' L' B' D2 R2 U' L B L' D' Fw' Uw2
302296,OruroOpen2016,333bf,f,A,1,2,F' U2 F' U2 L2 F D2 F2 L2 F' D R' B F' L2 F2 U' L' D' F Rw Uw2
302827,MinnesotaCubeMelt2016,333bf,f,A,0,1,U' B2 L2 D2 L2 D L2 U' F2 U R D2 B L R' D B F2 D' B' L2 Uw
302828,MinnesotaCubeMelt2016,333bf,f,A,0,2,U2 B2 R2 D2 U2 B' D2 L' F D2 L' R D' B L D' R2 F2 Rw'
302829,MinnesotaCubeMelt2016,333bf,f,A,0,3,B2 R2 B2 R2 D' B2 D R2 D2 B U' F' R F' D' F' L B2 R U' Fw'
302830,MinnesotaCubeMelt2016,333bf,f,A,1,1,B2 D2 L' D2 B2 R2 D2 F' L' R' B U2 L2 R2 F' R' D Rw Uw
302831,MinnesotaCubeMelt2016,333bf,f,A,1,2,F2 D2 U B2 U R2 D' U2 B F' L D' L' U2 R U' L' R D' U' Rw' Uw
302937,LithuanianOpen2016,333bf,f,A,0,1,D' F2 D U L2 F2 D B2 L D2 R' U' R F2 D R' B' U2 F2 U Fw Uw'
302938,LithuanianOpen2016,333bf,f,A,0,2,R F2 R' F2 U2 L' D2 L U L D F' R2 D2 R2 B2 L F' U' Fw Uw2
302939,LithuanianOpen2016,333bf,f,A,0,3,L2 B' U2 R2 U2 R2 U2 B2 D2 B F2 D B D2 B2 R' F D F2 L D2 Fw Uw
302940,LithuanianOpen2016,333bf,f,A,1,1,F2 U2 F2 R2 F2 D F2 U2 R2 F2 U2 R' D F R U2 F L2 D2 R U' Fw
302941,LithuanianOpen2016,333bf,f,A,1,2,B2 D R2 D L2 D U2 F' R2 B' R' F L2 R2 F' L2 U' L' B' Rw Uw'
303047,WellingtonAutumn2016,333bf,f,A,0,1,D2 L2 F2 D2 U2 R2 D L B' U R2 F' R D2 U' B' L2 R' Uw'
303048,WellingtonAutumn2016,333bf,f,A,0,2,B2 D2 U2 L U2 B2 D2 U2 L' R' F' L' R2 B' D2 B' D' B L2 F' Rw2 Uw
303049,WellingtonAutumn2016,333bf,f,A,0,3,D2 L2 B2 U L2 D' B2 D2 U R2 F' U L D L R F2 U R F Rw2 Uw
303050,WellingtonAutumn2016,333bf,f,A,1,1,D2 L D2 R D2 B2 U2 B2 L2 D2 R2 B' U2 B2 L B' U L2 D2 L' Uw2
303051,WellingtonAutumn2016,333bf,f,A,1,2,U' B2 U' B2 F2 U B R2 B' R2 D2 F' D' F2 L' B U2 L' Fw Uw2
303293,AlbaceteOpen2016,333bf,f,A,0,1,F2 R2 U2 R2 F2 D2 U F2 R2 F2 L2 B' L U' F D' U' B U2 F2 D2 Rw Uw'
303294,AlbaceteOpen2016,333bf,f,A,0,2,F L2 F2 D2 R2 F D2 F' L2 B' F' R' F2 R' D' U L B U R2 Uw'
303295,AlbaceteOpen2016,333bf,f,A,0,3,B2 R2 F2 L2 D' U2 R2 D' U2 B2 U2 L' U2 B L F' U' L D2 F2 D' Rw' Uw2
303296,AlbaceteOpen2016,333bf,f,A,1,1,F2 U2 R2 U L2 U B2 U' L2 U' R2 B' R2 D' R' B2 F D2 F' L' Fw' Uw'
303297,AlbaceteOpen2016,333bf,f,A,1,2,R2 F2 U2 R2 D2 R2 D' F2 U' B D L' D2 B' R2 B R D2 L Fw
303298,AlbaceteOpen2016,333bf,f,B,0,1,L2 U F2 U L2 U2 L2 R2 F2 U' B' U L D' L B L F U' B Rw Uw2
303299,AlbaceteOpen2016,333bf,f,B,0,2,D' L2 F2 D' F2 D' L2 B2 L2 D2 R2 F' D B R D R2 U' L2 D' Rw2
303300,AlbaceteOpen2016,333bf,f,B,0,3,R2 U2 F' D2 L2 F2 U2 F L2 B L2 U' F' L' D' B L2 B R' B2 F2 Rw2 Uw'
303301,AlbaceteOpen2016,333bf,f,B,1,1,L2 B2 D F2 U' R2 D B2 F2 R2 U2 R' D' L2 B R2 B R' U' R' F' Rw'
303302,AlbaceteOpen2016,333bf,f,B,1,2,B2 F2 D' L2 D' R2 B2 D' F2 R' D2 L2 R2 F' D L U' B D2 L' F2 Rw' Uw'
304090,BigAppleSpring2016,333bf,f,A,0,1,L2 D2 R2 B2 F R2 F2 D2 F' U' L' D' L2 B L2 R' U2 F2 U Fw
304091,BigAppleSpring2016,333bf,f,A,0,2,F' R2 F' L2 D2 F' U2 L2 U B' R U' L' U2 F L U R' D F Uw
304092,BigAppleSpring2016,333bf,f,A,0,3,U' R F2 U' D2 R F' R' D R2 L2 F2 R U2 L2 B2 U2 R' B2
304093,BigAppleSpring2016,333bf,f,A,1,1,U2 L B2 R F2 L2 R' B2 R D F' D B F' L' D' R D2 R' F2 Rw Uw
304094,BigAppleSpring2016,333bf,f,A,1,2,F2 L B2 R' F2 L F2 R2 B F U' R' B R' D' B D' B2 U Rw2 Uw'
304095,BigAppleSpring2016,333bf,f,B,0,1,D' F2 D' B2 D' F2 D' B2 R2 F2 U F L' U2 B2 L D2 U2 F' Rw' Uw'
304096,BigAppleSpring2016,333bf,f,B,0,2,R' B2 U2 L B2 R2 B2 F2 U2 R' F R B D' B' D2 R' U L D
304097,BigAppleSpring2016,333bf,f,B,0,3,B2 D' L2 B2 L2 D2 F2 U B L D' U L2 U F D F' L2 R2 F2 Rw' Uw
304098,BigAppleSpring2016,333bf,f,B,1,1,D2 U2 B' U2 B' R2 B' F' R D R D' R' F D2 L2 F2 D2 Rw Uw2
304099,BigAppleSpring2016,333bf,f,B,1,2,D2 R2 B2 U2 F2 D2 R2 B' R2 D2 R' D L2 F R2 U L B D2 R' Fw' Uw2
304100,BigAppleSpring2016,333bf,f,C,0,1,U2 R F2 R' B2 L' D2 B2 F2 R B' D' U B2 F L B2 L2 D' B' F2 Rw' Uw2
304101,BigAppleSpring2016,333bf,f,C,0,2,B D2 F U2 F' U2 F R2 D2 F2 D R' F D B' D U F' R' F' Uw'
304102,BigAppleSpring2016,333bf,f,C,0,3,R2 U' B2 R2 F2 D R2 D' U' B2 L' D' F R D' B U' R D U' Fw Uw'
304103,BigAppleSpring2016,333bf,f,C,1,1,D B2 D' U B2 F2 U L2 U B2 F' D2 U' F' U R F' D' R2 D Rw Uw2
304104,BigAppleSpring2016,333bf,f,C,1,2,F' U2 F2 R2 U2 F U2 F2 L2 D R B2 D2 U' B' D' R' U2 F Rw2 Uw
304634,TaiwanBlindDay2016,333bf,1,A,0,1,D F2 R2 F2 U R2 U B2 R2 B2 U R' B2 R F2 D2 B' D2 U' F' R' Uw2
304635,TaiwanBlindDay2016,333bf,1,A,0,2,L2 B2 U2 R2 U B2 F L U R B2 U2 B R' U B D2 U2 Fw'
304636,TaiwanBlindDay2016,333bf,1,A,0,3,L2 D U B2 U L2 D' U2 B' L' F' D' R B' D2 U' F' L2 F Rw
304637,TaiwanBlindDay2016,333bf,1,A,1,1,L' F2 R D2 B2 R D2 L U' F R2 F2 D R F' L' R D' B' Uw2
304638,TaiwanBlindDay2016,333bf,1,A,1,2,D2 F2 U2 F2 L2 D' F2 L2 D L2 B' R' F' D2 R' B' D' B U R Fw' Uw
304639,TaiwanBlindDay2016,333bf,1,B,0,1,U' B2 D L2 F2 U' F2 U2 B F2 L B' F' U2 R U' L D' L' Fw' Uw
304640,TaiwanBlindDay2016,333bf,1,B,0,2,U B2 U2 L2 F2 L2 U F2 D2 F L2 U' R' D' L B L' U2 L U' Rw'
304641,TaiwanBlindDay2016,333bf,1,B,0,3,U2 R2 F' R2 B' F2 D2 U2 F' U' B2 F' L U2 L2 B L2 U' B F Rw2 Uw'
304642,TaiwanBlindDay2016,333bf,1,B,1,1,L2 D2 U2 B' F' L2 D R U2 F2 R2 D F2 R D' R' B' U2 Rw2 Uw2
304643,TaiwanBlindDay2016,333bf,1,B,1,2,B U2 F U2 L2 F2 U2 R2 F R U' R D U2 L R' U L2 R' F' Rw2
304644,TaiwanBlindDay2016,333bf,f,A,0,1,B2 F2 L D2 U2 R' D2 R' B L' R U L' B' R U2 L R U Rw Uw'
304645,TaiwanBlindDay2016,333bf,f,A,0,2,R2 D2 L2 R2 U2 B F U R' U2 B' D' L2 U' B R2 F2 L' U' Rw Uw'
304646,TaiwanBlindDay2016,333bf,f,A,0,3,U2 F' R2 B2 D2 F2 U L D' U R' F L2 D' L' D2 R' B2 Uw2
304647,TaiwanBlindDay2016,333bf,f,A,1,1,L2 D' F2 L2 B2 R2 D' U2 B R F' R F2 D F2 L U' R' B2 D Rw' Uw2
304648,TaiwanBlindDay2016,333bf,f,A,1,2,B' R2 F2 U2 B' R2 F' R2 D2 L U' F2 R' B F' D2 B2 U L2 Uw'
304773,JRCAKansaiSpring2016,333bf,f,A,0,1,L2 D F2 U' L2 D2 F2 R2 U R2 D' R' D2 B D F D' F2 L' B U' Rw2 Uw
304774,JRCAKansaiSpring2016,333bf,f,A,0,2,R' F2 R U2 R' B2 U2 L' B2 R2 D U2 L R F U' B' D B2 L Uw'
304775,JRCAKansaiSpring2016,333bf,f,A,0,3,F2 R B2 D2 B2 R' F2 R2 B2 F2 D' R' D' R2 B F' D U' R' B2 Rw
304776,JRCAKansaiSpring2016,333bf,f,A,1,1,D2 R2 D B2 D R2 D' F2 D F' L' R U' F' R U' F' D' L2 U L Uw2
304777,JRCAKansaiSpring2016,333bf,f,A,1,2,B2 F2 L' F2 L' U2 L' R F2 D2 B' U' L D' R B' F2 L R2 D2 U2 Fw' Uw
